id,child_driv,age,children,yoj,income,house_val,status,gender,edu_level,job,distance,car_use,vehicle_val,vehicle_type,clm_freq,revoked,mvr_pts,claim_amount,vehicle_age,claim_ind,area,state_code
2384816008.0,0,63.0,0,14.0,60905.0,315876.0,Yes,Mal,Masters,Nurse,87,Private,14190,Family,0,No,0,275,18.0,0,Highly Urban/ Urban,Bayern
2128011043.0,0,39.0,3,16.0,34579.0,138987.0,Yes,Fem,Masters,None,72,Private,8300,unknown,0,No,2,329,22.0,0,Highly Urban/ Urban,Sachsen-Anhalt
616676300.0,0,51.0,2,15.0,20663.0,241022.0,Yes,Fem,<High School,Clerical,93,Private,17330,Minivan,2,No,0,243,9.0,0,Highly Urban/ Urban,Bayern
7735668456.0,0,27.0,1,16.0,45037.0,724164.0,Yes,Fem,z_High School,Teacher,74,Commercial,8710,unknown,4,No,2,7206,3.0,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
1528342092.0,0,52.0,0,16.0,38174.0,,Yes,Mal,<High School,Teacher,97,Commercial,26560,Panel Truck,0,No,5,3986,3.0,1,Highly Urban/ Urban,Bayern
5652879254.0,0,42.0,0,17.0,96834.0,365350.0,Yes,Fem,Masters,Nurse,81,Private,11130,unknown,1,No,7,290,16.0,0,Highly Urban/ Urban,Bayern
5411180449.0,0,45.0,0,14.0,47241.0,23556.0,z_No,Fem,<High School,Teacher,74,Private,19700,Racing,0,No,1,295,7.0,0,Highly Urban/ Urban,Bayern
6254670480.0,2,50.0,2,3.0,560.0,512241.0,Yes,Fem,z_High School,Home Maker,53,Private,5900,unknown,5,No,0,327,13.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
5569472895.0,0,61.0,0,17.0,,231075.0,Yes,Mal,Bachelors,Professional,52,Commercial,25660,Racing,3,No,4,210,14.0,0,Highly Urban/ Urban,Hessen
701627954.0,0,69.0,0,15.0,38900.0,206295.0,Yes,Fem,z_High School,Teacher,61,Commercial,11290,Sports Car,0,No,2,5647,3.0,1,Highly Urban/ Urban,Bayern
1574052842.0,0,52.0,1,16.0,80566.0,414410.0,Yes,Fem,Bachelors,Professional,72,Private,16830,unknown,2,No,2,351,17.0,0,z_Highly Rural/ Rural,Bayern
8983362216.0,0,32.0,1,12.0,32235.0,359609.0,Yes,Fem,z_High School,Clerical,71,Private,10030,unknown,2,No,4,4907,3.0,1,Highly Urban/ Urban,Thueringen
6647298496.0,1,39.0,2,20.0,46048.0,684609.0,Yes,Mal,Bachelors,Manager,61,Private,22090,Minivan,0,No,2,342,14.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
1242736337.0,0,47.0,0,11.0,73153.0,247338.0,z_No,Fem,Bachelors,Clerical,71,Private,12220,unknown,2,No,3,276,14.0,0,Highly Urban/ Urban,Sachsen
6415824924.0,0,43.0,2,3.0,,882014.0,Yes,Fem,Masters,Home Maker,60,Private,14130,unknown,2,Yes,4,377,14.0,0,z_Highly Rural/ Rural,Thueringen
2257087559.0,0,85.0,0,15.0,34172.0,623663.0,Yes,Mal,<High School,Teacher,72,Commercial,24000,Panel Truck,2,No,7,5212,,1,Highly Urban/ Urban,Bayern
3066966070.0,0,47.0,0,8.0,49804.0,340114.0,Yes,Mal,Bachelors,Clerical,75,Private,15880,Minivan,2,No,3,292,3.0,0,Highly Urban/ Urban,Brandenburg
295116385.0,2,51.0,2,15.0,131500.0,438419.0,z_No,Fem,Bachelors,Teacher,50,Commercial,27200,Minivan,0,No,0,329,11.0,0,z_Highly Rural/ Rural,Hessen
4187096359.0,0,50.0,0,11.0,52238.0,359898.0,Yes,Fem,Bachelors,Professional,82,Private,1500,unknown,0,No,3,267,12.0,0,Highly Urban/ Urban,Bayern
3769646256.0,0,66.0,0,10.0,93402.0,551118.0,z_No,Mal,Masters,,57,Commercial,25810,Panel Truck,2,No,7,261,17.0,0,Highly Urban/ Urban,Thueringen
2397275019.0,0,43.0,0,13.0,36441.0,403065.0,Yes,Mal,Bachelors,Teacher,83,Commercial,16640,Van,0,No,0,333,15.0,0,Highly Urban/ Urban,Hessen
864783914.0,0,57.0,0,3.0,960.0,499613.0,Yes,Fem,PhD,Home Maker,110,Private,13220,Minivan,2,No,0,238,14.0,0,z_Highly Rural/ Rural,Bayern
4866398737.0,0,41.0,0,15.0,115604.0,347314.0,z_No,Fem,PhD,Doctor,63,Private,17900,Minivan,0,No,2,392,16.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
3015725259.0,0,32.0,0,14.0,39114.0,751279.0,Yes,Fem,z_High School,Clerical,92,Private,12080,unknown,0,No,2,201,11.0,0,z_Highly Rural/ Rural,Bayern
8674049142.0,0,40.0,2,20.0,146313.0,530676.0,Yes,Fem,Masters,,83,Commercial,29450,Van,0,No,2,306,17.0,0,Highly Urban/ Urban,Bayern
3745487963.0,0,49.0,0,11.0,168429.0,306228.0,z_No,Fem,PhD,Doctor,67,Private,34150,Sports Car,0,No,3,286,3.0,0,Highly Urban/ Urban,Bayern
1298573141.0,0,70.0,0,18.0,121958.0,455301.0,Yes,Fem,PhD,Doctor,55,Private,16270,unknown,2,No,4,352,13.0,0,Highly Urban/ Urban,Bayern
9071133486.0,0,64.0,0,3.0,560.0,394153.0,z_No,Fem,z_High School,Student,93,Commercial,9280,unknown,0,No,1,341,8.0,0,z_Highly Rural/ Rural,Sachsen-Anhalt
6759259679.0,0,58.0,0,10.0,15068.0,518232.0,Yes,Mal,Bachelors,Student,67,Commercial,6450,Pickup,0,No,4,296,9.0,0,Highly Urban/ Urban,Bayern
1307475334.0,0,47.0,0,16.0,76698.0,288222.0,Yes,Fem,Bachelors,Manager,85,Private,23080,Sports Car,0,No,2,316,10.0,0,Highly Urban/ Urban,Bayern
5514844718.0,0,63.0,0,13.0,33334.0,106002.0,z_No,Fem,z_High School,Clerical,89,Private,20120,Minivan,2,No,2,307,3.0,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
525862106.0,0,46.0,0,14.0,58034.0,209974.0,Yes,Mal,Bachelors,Clerical,50,Commercial,29270,Panel Truck,0,No,3,251,7.0,0,Highly Urban/ Urban,Thueringen
4753342535.0,0,48.0,1,15.0,27480.0,460721.0,Yes,Mal,Bachelors,Student,107,Commercial,4600,Minivan,2,No,2,307,7.0,0,Highly Urban/ Urban,Bayern
4384052709.0,0,62.0,0,11.0,19804.0,23556.0,Yes,Fem,z_High School,Student,80,Commercial,19450,unknown,4,No,7,296,,0,Highly Urban/ Urban,Berlin
5532134502.0,0,68.0,0,,108219.0,856043.0,Yes,Mal,Masters,Professional,81,Private,29230,Minivan,2,No,0,357,17.0,0,Highly Urban/ Urban,Thueringen
7681091951.0,0,47.0,3,10.0,35006.0,984287.0,Yes,Fem,z_High School,Clerical,78,Private,4040,unknown,0,No,4,353,7.0,0,z_Highly Rural/ Rural,Sachsen-Anhalt
3883908592.0,0,46.0,3,17.0,33324.0,400232.0,Yes,Mal,<High School,Clerical,85,Private,12270,Minivan,0,No,9,338,3.0,0,Highly Urban/ Urban,Berlin
2714776426.0,0,54.0,0,8.0,107735.0,,z_No,Mal,Masters,Nurse,55,Private,31930,Minivan,2,No,0,294,,0,Highly Urban/ Urban,Thueringen
4213362900.0,0,45.0,0,,53948.0,252832.0,Yes,Mal,z_High School,Teacher,69,Commercial,23450,Minivan,0,No,2,332,13.0,0,z_Highly Rural/ Rural,Bayern
10400000000.0,0,50.0,0,14.0,17949.0,194337.0,z_No,Mal,<High School,Teacher,65,Commercial,12230,Pickup,1,Yes,17,6507,8.0,1,Highly Urban/ Urban,Brandenburg
4932045081.0,0,66.0,2,10.0,18315.0,749493.0,z_No,Fem,<High School,Clerical,74,Private,14480,Minivan,2,Yes,2,314,3.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
2439703248.0,1,49.0,2,16.0,,206115.0,z_No,Fem,z_High School,Teacher,107,Commercial,9360,Sports Car,0,No,0,6536,,1,Highly Urban/ Urban,Bayern
1841110885.0,0,52.0,3,15.0,56608.0,208504.0,Yes,Mal,Masters,Nurse,60,Private,10700,Minivan,4,No,4,290,18.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
3800730064.0,0,62.0,2,18.0,16912.0,352057.0,Yes,Fem,z_High School,Home Maker,82,Private,10520,unknown,1,No,3,9092,3.0,1,Highly Urban/ Urban,Bayern
3015131180.0,0,54.0,0,19.0,45720.0,500525.0,Yes,Mal,Bachelors,Manager,75,Private,21770,Minivan,0,No,2,348,8.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
2212990468.0,1,63.0,1,17.0,64912.0,237591.0,Yes,Fem,Masters,Nurse,95,Private,32340,Van,2,Yes,4,2413,15.0,1,Highly Urban/ Urban,Bayern
3225005134.0,0,60.0,3,15.0,23470.0,188667.0,Yes,Mal,z_High School,Clerical,71,Private,14690,Minivan,2,Yes,0,1566,3.0,1,z_Highly Rural/ Rural,Nordrhein-Westfalen
1401501667.0,0,49.0,0,,,470789.0,Yes,Mal,Bachelors,Professional,59,Commercial,28560,Panel Truck,7,No,3,232,12.0,0,Highly Urban/ Urban,Bayern
10400000000.0,1,48.0,2,,25020.0,694902.0,z_No,Mal,Bachelors,Clerical,69,Private,14220,Minivan,2,No,0,3837,12.0,1,Highly Urban/ Urban,Hessen
6546139392.0,0,40.0,4,15.0,21782.0,252692.0,Yes,Fem,z_High School,Home Maker,91,Private,6880,unknown,5,No,2,1100,3.0,1,Highly Urban/ Urban,Thueringen
1997799332.0,0,29.0,3,17.0,55528.0,358788.0,Yes,Fem,z_High School,Professional,65,Private,10040,unknown,0,Yes,2,334,10.0,0,Highly Urban/ Urban,Bayern
7362511893.0,0,45.0,0,11.0,15154.0,122368.0,z_No,Fem,<High School,Clerical,58,Private,2920,Sports Car,3,Yes,4,8079,12.0,1,Highly Urban/ Urban,Bayern
8616413967.0,1,44.0,4,15.0,3109.0,496897.0,Yes,Fem,<High School,Home Maker,80,Private,22690,Pickup,2,No,4,275,3.0,0,Highly Urban/ Urban,Bayern
1135402317.0,0,49.0,2,15.0,,94224.0,z_No,Fem,<High School,Teacher,88,Private,9730,unknown,0,No,8,5752,6.0,1,Highly Urban/ Urban,Thueringen
5793710774.0,2,33.0,2,17.0,46536.0,297959.0,Yes,Fem,<High School,Teacher,72,Private,1500,Sports Car,3,No,8,324,,0,Highly Urban/ Urban,Bayern
6062742523.0,2,47.0,3,14.0,137663.0,53001.0,z_No,Fem,Masters,Manager,74,Private,19510,Sports Car,3,No,2,4488,17.0,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
6435387182.0,0,72.0,0,12.0,,341562.0,z_No,Mal,PhD,,76,Commercial,33710,Panel Truck,2,Yes,4,258,20.0,0,Highly Urban/ Urban,Nordrhein-Westfalen
3948593026.0,0,65.0,0,13.0,80498.0,94224.0,z_No,Fem,Bachelors,Manager,58,Private,14050,Minivan,2,Yes,4,258,13.0,0,Highly Urban/ Urban,Bayern
4396628413.0,0,47.0,1,14.0,187196.0,644562.0,Yes,Fem,PhD,Nurse,73,Private,10250,unknown,3,No,6,294,22.0,0,Highly Urban/ Urban,Bayern
14800000000.0,0,77.0,0,17.0,,480107.0,z_No,Mal,Masters,,67,Commercial,33320,Panel Truck,0,Yes,1,247,14.0,0,Highly Urban/ Urban,Bayern
539693291.0,0,59.0,0,14.0,62491.0,219419.0,Yes,Mal,Masters,,75,Commercial,10910,Pickup,2,No,2,306,,0,Highly Urban/ Urban,Bayern
2036906886.0,0,79.0,0,12.0,62069.0,324996.0,Yes,Mal,Masters,,85,Commercial,23230,Panel Truck,0,No,5,311,19.0,0,Highly Urban/ Urban,Sachsen
7430302272.0,0,57.0,0,12.0,75386.0,147225.0,z_No,Fem,PhD,Doctor,56,Private,27600,unknown,2,No,0,299,20.0,0,Highly Urban/ Urban,Brandenburg
1660879792.0,0,65.0,0,12.0,75682.0,395926.0,Yes,Fem,Bachelors,Professional,54,Private,23640,Minivan,2,No,0,327,3.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
608686483.0,1,55.0,2,14.0,103353.0,435786.0,z_No,Mal,Bachelors,Professional,70,Private,1500,Minivan,2,No,6,2642,13.0,1,Highly Urban/ Urban,Bayern
3414446227.0,0,83.0,0,18.0,41216.0,549804.0,Yes,Fem,z_High School,Clerical,102,Private,9170,Sports Car,4,Yes,2,4495,9.0,1,Highly Urban/ Urban,Sachsen-Anhalt
1921519221.0,0,51.0,0,3.0,960.0,104809.0,Yes,Fem,z_High School,Home Maker,95,Private,8660,Sports Car,2,No,5,231,,0,Highly Urban/ Urban,Bayern
1435311231.0,1,49.0,2,15.0,,576218.0,Yes,Fem,Bachelors,Teacher,88,Commercial,5200,unknown,3,No,1,5149,5.0,1,Highly Urban/ Urban,Sachsen-Anhalt
5038146299.0,0,34.0,0,,30331.0,447564.0,z_No,Fem,<High School,Clerical,94,Private,4860,Sports Car,0,No,0,355,3.0,0,Highly Urban/ Urban,Bayern
1248439886.0,0,67.0,0,15.0,33133.0,459540.0,Yes,Mal,z_High School,Clerical,59,Commercial,9640,Pickup,3,No,6,1725,3.0,1,Highly Urban/ Urban,Hessen
10100000000.0,0,49.0,0,14.0,34287.0,47112.0,z_No,Fem,Bachelors,Clerical,72,Private,10850,unknown,3,No,2,377,14.0,0,Highly Urban/ Urban,Bayern
7808613330.0,0,69.0,0,3.0,1760.0,247724.0,Yes,Fem,Masters,Professional,87,Private,6400,unknown,1,No,10,277,16.0,0,Highly Urban/ Urban,Bayern
7303633923.0,0,62.0,2,18.0,140290.0,358123.0,z_No,Fem,z_High School,Teacher,80,Commercial,22050,Sports Car,0,No,0,371,3.0,0,z_Highly Rural/ Rural,Bayern
5201541218.0,0,45.0,0,16.0,163856.0,612508.0,z_No,Fem,PhD,Nurse,87,Private,22830,Minivan,2,No,0,332,16.0,0,z_Highly Rural/ Rural,Bayern
5916916338.0,0,35.0,1,13.0,18415.0,252869.0,z_No,Fem,<High School,Teacher,95,Private,12380,Minivan,2,No,2,409,8.0,0,z_Highly Rural/ Rural,Thueringen
970015570.0,0,73.0,0,,72367.0,582395.0,Yes,Mal,Bachelors,Manager,106,Private,14000,Minivan,0,No,0,246,13.0,0,Highly Urban/ Urban,Bayern
2546910101.0,0,55.0,0,3.0,1360.0,117780.0,Yes,Mal,z_High School,Student,86,Commercial,17470,Van,4,No,5,320,8.0,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
3454344499.0,0,68.0,0,9.0,38596.0,636279.0,Yes,Fem,z_High School,Teacher,77,Commercial,13140,unknown,0,No,4,2629,3.0,1,Highly Urban/ Urban,Bayern
3951550400.0,0,65.0,0,16.0,42159.0,274602.0,z_No,Fem,Bachelors,Manager,66,Private,15360,unknown,2,No,0,381,10.0,0,Highly Urban/ Urban,Thueringen
10400000000.0,0,49.0,1,13.0,39002.0,685865.0,z_No,Mal,z_High School,Professional,60,Private,15160,Minivan,2,No,0,234,3.0,0,Highly Urban/ Urban,Bayern
9180972717.0,0,46.0,0,14.0,91783.0,259116.0,z_No,Mal,Masters,Nurse,68,Private,10620,Pickup,2,No,0,195,,0,Highly Urban/ Urban,Bayern
3684882861.0,0,64.0,0,10.0,46747.0,237975.0,Yes,Fem,Masters,Nurse,50,Private,19380,Minivan,0,No,0,246,15.0,0,Highly Urban/ Urban,Bayern
1060099873.0,0,64.0,0,,85924.0,586320.0,Yes,Mal,Bachelors,Teacher,66,Commercial,5760,Pickup,2,No,10,376,13.0,0,Highly Urban/ Urban,Thueringen
5958123692.0,0,46.0,0,11.0,39200.0,349678.0,Yes,Fem,z_High School,Clerical,73,Private,16220,unknown,0,No,2,331,,0,z_Highly Rural/ Rural,Bayern
4402748888.0,0,56.0,2,3.0,960.0,92925.0,Yes,Fem,z_High School,Home Maker,81,Private,8750,Sports Car,0,No,2,247,10.0,0,Highly Urban/ Urban,Thueringen
4298972933.0,2,37.0,2,16.0,143548.0,418257.0,Yes,Mal,Masters,Manager,73,Private,21790,Minivan,2,No,4,226,11.0,0,Highly Urban/ Urban,Thueringen
8803773750.0,0,52.0,0,14.0,52525.0,82446.0,z_No,Mal,Masters,Nurse,81,Private,18110,Van,4,No,7,340,17.0,0,Highly Urban/ Urban,Thueringen
1130247543.0,0,35.0,3,3.0,560.0,525700.0,Yes,Fem,z_High School,Home Maker,70,Private,11740,unknown,4,No,4,6045,3.0,1,Highly Urban/ Urban,Bayern
9783785039.0,0,47.0,0,14.0,105944.0,420623.0,Yes,Mal,Masters,Professional,69,Private,13800,Minivan,5,Yes,6,224,19.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
508865917.0,0,66.0,0,13.0,66825.0,229944.0,Yes,Mal,Masters,Nurse,104,Private,12230,Minivan,0,No,3,13358,11.0,1,Highly Urban/ Urban,Bayern
5451301891.0,0,53.0,0,10.0,,,z_No,Mal,Masters,,62,Commercial,23350,Panel Truck,5,No,8,4445,19.0,1,Highly Urban/ Urban,Berlin
1868005321.0,0,54.0,0,15.0,32954.0,630123.0,z_No,Fem,z_High School,Clerical,78,Private,13770,unknown,2,No,2,321,3.0,0,Highly Urban/ Urban,Bayern
8593893443.0,0,47.0,0,12.0,77186.0,447591.0,Yes,Mal,Bachelors,Teacher,63,Commercial,23390,Panel Truck,2,No,0,292,16.0,0,Highly Urban/ Urban,Thueringen
5522647899.0,1,61.0,3,19.0,8488.0,473038.0,Yes,Mal,<High School,Clerical,71,Private,8080,Pickup,2,No,2,386,10.0,0,z_Highly Rural/ Rural,Berlin
1179855939.0,0,45.0,4,3.0,560.0,229671.0,z_No,Mal,z_High School,Student,59,Commercial,15090,Minivan,3,No,4,8140,7.0,1,Highly Urban/ Urban,Bayern
2661910785.0,0,43.0,0,3.0,,115113.0,Yes,Fem,Bachelors,Student,93,Commercial,12850,unknown,2,No,3,3936,8.0,1,Highly Urban/ Urban,Bayern
7700932591.0,1,46.0,1,12.0,34157.0,490445.0,Yes,Fem,Masters,Nurse,108,Private,21690,Minivan,2,No,6,244,16.0,0,Highly Urban/ Urban,Bayern
756111077.0,0,40.0,0,14.0,45265.0,264997.0,Yes,Fem,Bachelors,Professional,95,Private,12840,unknown,4,No,2,5398,12.0,1,Highly Urban/ Urban,Thueringen
9464402111.0,0,38.0,1,3.0,560.0,641403.0,Yes,Fem,Bachelors,Home Maker,71,Private,8350,unknown,0,No,7,278,9.0,0,Highly Urban/ Urban,Bayern
1170784648.0,0,62.0,0,12.0,69952.0,417212.0,z_No,Fem,Bachelors,Teacher,81,Commercial,15120,Minivan,2,No,7,309,12.0,0,z_Highly Rural/ Rural,Brandenburg
2421619087.0,0,49.0,0,14.0,133121.0,1362675.0,z_No,Mal,Masters,Professional,53,Commercial,30150,Panel Truck,1,No,0,315,3.0,0,Highly Urban/ Urban,Sachsen-Anhalt
7005872064.0,0,63.0,0,18.0,32698.0,544461.0,Yes,Mal,<High School,Teacher,68,Commercial,14620,unknown,2,No,2,5415,3.0,1,Highly Urban/ Urban,Bayern
5314065972.0,0,79.0,1,20.0,97790.0,425939.0,Yes,Mal,Masters,Professional,68,Private,11180,unknown,0,No,0,291,18.0,0,Highly Urban/ Urban,Bayern
2537378226.0,0,66.0,0,12.0,126853.0,35334.0,z_No,Mal,PhD,,66,Commercial,7500,Pickup,4,No,4,285,17.0,0,Highly Urban/ Urban,Bayern
1630772400.0,2,47.0,4,9.0,155137.0,509759.0,z_No,Fem,Bachelors,Teacher,72,Private,20450,unknown,3,No,5,304,3.0,0,Highly Urban/ Urban,Bayern
3638043760.0,0,56.0,0,10.0,64974.0,492201.0,Yes,Mal,<High School,Teacher,78,Commercial,7900,Pickup,5,No,3,2398,7.0,1,Highly Urban/ Urban,Bayern
928257349.0,0,38.0,0,14.0,80308.0,505592.0,Yes,Fem,z_High School,Manager,68,Private,13150,unknown,0,No,2,253,3.0,0,Highly Urban/ Urban,Bayern
1993573701.0,0,78.0,2,17.0,192649.0,889820.0,Yes,Mal,PhD,,76,Commercial,21100,Van,2,No,0,6778,,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
881241806.0,1,65.0,1,10.0,,600678.0,Yes,Fem,z_High School,Student,85,Private,7050,Sports Car,2,No,0,387,12.0,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
1265877974.0,0,77.0,0,18.0,108712.0,665429.0,Yes,Fem,Masters,Manager,63,Private,12320,unknown,2,Yes,2,265,17.0,0,Highly Urban/ Urban,Brandenburg
3879781079.0,0,66.0,0,17.0,,1259704.0,Yes,Mal,Bachelors,Manager,93,Private,21320,Van,2,No,0,280,15.0,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
5218600279.0,0,45.0,0,15.0,124480.0,636958.0,Yes,Mal,Bachelors,Teacher,59,Commercial,17550,Van,0,No,0,365,,0,Highly Urban/ Urban,Hessen
5539182462.0,0,61.0,0,16.0,45817.0,366166.0,Yes,Mal,Bachelors,Clerical,78,Commercial,29210,Panel Truck,2,No,0,302,,0,Highly Urban/ Urban,Hessen
2106858876.0,0,39.0,0,11.0,54204.0,547677.0,z_No,Mal,Bachelors,Professional,73,Commercial,20920,Van,1,No,1,4331,10.0,1,Highly Urban/ Urban,Bayern
1699339752.0,1,67.0,2,20.0,43217.0,781471.0,Yes,Fem,Masters,Manager,80,Private,20870,Sports Car,0,No,0,304,23.0,0,Highly Urban/ Urban,Bayern
9603205873.0,0,57.0,1,11.0,127028.0,17667.0,z_No,Fem,Masters,Manager,79,Commercial,32690,Pickup,2,No,2,2382,20.0,1,Highly Urban/ Urban,Bayern
3552400637.0,3,34.0,3,12.0,76476.0,889574.0,Yes,Fem,z_High School,Teacher,98,Commercial,13050,Sports Car,0,Yes,0,264,8.0,0,z_Highly Rural/ Rural,Thueringen
851544731.0,0,78.0,0,19.0,77514.0,802856.0,z_No,Mal,Bachelors,Professional,89,Private,19540,Minivan,0,Yes,2,220,13.0,0,Highly Urban/ Urban,Bayern
8339280419.0,0,66.0,1,11.0,150912.0,1016454.0,Yes,Fem,Masters,Manager,66,Private,24240,Pickup,0,No,0,330,19.0,0,Highly Urban/ Urban,Thueringen
1515506334.0,0,73.0,0,11.0,89920.0,573812.0,Yes,Mal,Masters,Nurse,59,Private,13630,Minivan,0,No,4,287,19.0,0,Highly Urban/ Urban,Bayern
1712134669.0,1,41.0,1,15.0,38940.0,202940.0,Yes,Fem,<High School,Clerical,81,Private,5260,unknown,4,No,2,9037,3.0,1,Highly Urban/ Urban,Bayern
2319212574.0,0,55.0,2,18.0,23904.0,459289.0,Yes,Mal,z_High School,Teacher,55,Private,7930,Pickup,2,No,5,6629,3.0,1,Highly Urban/ Urban,Berlin
6243324773.0,0,41.0,0,19.0,44250.0,364886.0,Yes,Fem,Bachelors,Teacher,74,Private,23640,unknown,2,No,0,376,12.0,0,Highly Urban/ Urban,Thueringen
456865537.0,0,62.0,0,13.0,49297.0,255598.0,Yes,Mal,Bachelors,Manager,69,Private,11220,Pickup,0,No,3,350,3.0,0,Highly Urban/ Urban,Bayern
6693936083.0,0,54.0,0,15.0,65219.0,243254.0,Yes,Mal,z_High School,Clerical,71,Private,25100,Minivan,4,No,3,309,11.0,0,Highly Urban/ Urban,Bayern
4235857251.0,0,49.0,0,15.0,111346.0,523936.0,Yes,Mal,Masters,,66,Commercial,16640,Van,0,No,6,3732,16.0,1,Highly Urban/ Urban,Hessen
5504843989.0,0,51.0,0,15.0,54725.0,547677.0,z_No,Fem,Bachelors,Professional,50,Private,12360,unknown,2,No,2,353,3.0,0,Highly Urban/ Urban,Nordrhein-Westfalen
6583281840.0,0,67.0,0,9.0,13501.0,412230.0,z_No,Mal,<High School,Clerical,50,Private,7500,Minivan,2,No,0,351,3.0,0,z_Highly Rural/ Rural,Bayern
8568784354.0,0,38.0,0,15.0,105231.0,318154.0,Yes,Mal,Masters,,85,Commercial,36120,Panel Truck,0,No,4,230,13.0,0,Highly Urban/ Urban,Thueringen
1863429013.0,0,52.0,2,,26786.0,653965.0,Yes,Fem,z_High School,Clerical,113,Private,23610,unknown,2,No,3,172,3.0,0,z_Highly Rural/ Rural,Thueringen
