Date,Open,High,Low,Close,Adj Close,Volume
2000-05-30,10000.0,10000.0,10000.0,10000.0,6286.201171875,0
2000-05-31,11200.0,12500.0,10700.0,12100.0,7606.30517578125,5580700
2000-06-01,11800.0,12700.0,11200.0,12000.0,7543.44140625,4316000
2000-06-02,12600.0,13800.0,12300.0,13800.0,8674.9580078125,5720200
2000-06-05,14600.0,14900.0,13950.0,14200.0,8926.408203125,7312800
2000-06-06,14200.0,14200.0,14200.0,14200.0,8926.408203125,0
2000-06-07,13800.0,14250.0,13400.0,13850.0,8706.3916015625,4051800
2000-06-08,13800.0,14500.0,13050.0,14050.0,8832.115234375,3217100
2000-06-09,14000.0,15450.0,13900.0,15300.0,9617.8896484375,4006500
2000-06-12,15600.0,17550.0,15400.0,16450.0,10340.8037109375,7182900
2000-06-13,15500.0,15950.0,14000.0,14500.0,9114.9931640625,3111600
2000-06-14,14450.0,14700.0,13700.0,14400.0,9052.130859375,1864900
2000-06-15,13800.0,14400.0,13700.0,13900.0,8737.8193359375,1573400
2000-06-16,13300.0,14200.0,13300.0,13900.0,8737.8193359375,1054500
2000-06-19,13900.0,15100.0,13700.0,14100.0,8863.544921875,1526500
2000-06-20,14700.0,15700.0,14500.0,15700.0,9869.3369140625,2760000
2000-06-21,15900.0,17200.0,15700.0,16000.0,10057.9228515625,4186000
2000-06-22,17000.0,17100.0,15850.0,16200.0,10183.6484375,2664000
2000-06-23,16200.0,17050.0,15800.0,16900.0,10623.681640625,3790400
2000-06-26,17250.0,18000.0,16400.0,16900.0,10623.681640625,10888100
2000-06-27,17400.0,17450.0,16050.0,16450.0,10340.8037109375,3087200
2000-06-28,16500.0,16700.0,15350.0,15400.0,9680.751953125,3351200
2000-06-29,14800.0,14900.0,13800.0,14050.0,8832.115234375,5290900
2000-06-30,14250.0,14600.0,14000.0,14300.0,8989.26953125,2099300
2000-07-03,14550.0,14700.0,14050.0,14500.0,9114.9931640625,2258400
2000-07-04,14500.0,14650.0,14250.0,14650.0,9209.28515625,1317800
2000-07-05,14650.0,14900.0,14250.0,14700.0,9240.7158203125,1356800
2000-07-06,14700.0,15500.0,14700.0,15500.0,9743.61328125,2453700
2000-07-07,15500.0,16100.0,15200.0,16000.0,10057.9228515625,1840400
2000-07-10,16000.0,16200.0,15550.0,15650.0,9837.9033203125,1383700
2000-07-11,15700.0,15800.0,15250.0,15450.0,9712.18359375,1459300
2000-07-12,15400.0,15600.0,14900.0,15000.0,9429.3046875,1280900
2000-07-13,14600.0,15250.0,14600.0,15000.0,9429.3046875,1100200
2000-07-14,15000.0,15550.0,14900.0,15000.0,9429.3046875,1181100
2000-07-17,15000.0,15000.0,15000.0,15000.0,9429.3046875,0
2000-07-18,15400.0,15450.0,14700.0,14700.0,9240.7158203125,909400
2000-07-19,15400.0,15450.0,14700.0,14700.0,9240.7158203125,909400
2000-07-20,14100.0,14500.0,14050.0,14400.0,9052.130859375,1140600
2000-07-21,14400.0,14500.0,13800.0,14300.0,8989.26953125,701500
2000-07-24,14000.0,14150.0,13300.0,13600.0,8549.2333984375,538100
2000-07-25,13100.0,13300.0,12200.0,13000.0,8172.0625,998900
2000-07-26,12600.0,13450.0,12200.0,13400.0,8423.51171875,1082300
2000-07-27,13500.0,14000.0,13250.0,14000.0,8800.685546875,761000
2000-07-28,13600.0,14500.0,13500.0,13950.0,8769.251953125,1308100
2000-07-31,13700.0,14950.0,13700.0,14950.0,9397.8740234375,840200
2000-08-01,15000.0,15300.0,14500.0,15150.0,9523.595703125,848800
2000-08-02,15300.0,16100.0,15250.0,15300.0,9617.8896484375,1932100
2000-08-03,15450.0,15650.0,15100.0,15300.0,9617.8896484375,834000
2000-08-04,15000.0,15450.0,14600.0,15200.0,9555.0263671875,507600
2000-08-07,14150.0,14750.0,14150.0,14200.0,8926.408203125,432300
2000-08-08,14000.0,14900.0,13800.0,14700.0,9240.7158203125,582500
2000-08-09,15200.0,16900.0,15000.0,16900.0,10623.681640625,4112300
2000-08-10,17000.0,17650.0,16700.0,17450.0,10969.421875,4788300
2000-08-11,17200.0,17400.0,16800.0,17150.0,10780.8330078125,2263800
2000-08-14,18000.0,18500.0,16900.0,17300.0,10875.1298828125,2633600
2000-08-15,17300.0,17300.0,17300.0,17300.0,10875.1298828125,0
2000-08-16,17000.0,17200.0,16600.0,17000.0,10686.5439453125,1511500
2000-08-17,16700.0,19050.0,16600.0,17550.0,11032.287109375,5194800
2000-08-18,18000.0,18000.0,16800.0,17250.0,10843.703125,2587900
2000-08-21,16700.0,17300.0,16600.0,16800.0,10560.8212890625,1251200
2000-08-22,16600.0,16600.0,15550.0,16100.0,10120.78515625,26776600
2000-08-23,16250.0,16550.0,15850.0,16150.0,10152.2138671875,3871000
2000-08-24,16000.0,16200.0,15700.0,15900.0,9995.0625,2642900
2000-08-25,15800.0,16750.0,15800.0,16700.0,10497.9580078125,3885800
2000-08-28,16700.0,16900.0,16400.0,16700.0,10497.9580078125,1748600
2000-08-29,17200.0,17500.0,17050.0,17250.0,10843.703125,4154900
2000-08-30,17250.0,17250.0,16900.0,16950.0,10655.1142578125,1953000
2000-08-31,16900.0,17050.0,16500.0,16800.0,10560.8212890625,2082400
2000-09-01,17200.0,17200.0,16700.0,17200.0,10812.2685546875,1120000
2000-09-04,17000.0,17150.0,16600.0,16750.0,10529.3876953125,902000
2000-09-05,16750.0,16900.0,16150.0,16800.0,10560.8212890625,967100
2000-09-06,16700.0,17200.0,16500.0,16700.0,10497.9580078125,1118300
2000-09-07,16300.0,16550.0,15900.0,15900.0,9995.0625,1248200
2000-09-08,15700.0,16550.0,15500.0,16300.0,10246.509765625,1067700
2000-09-11,16300.0,16300.0,16300.0,16300.0,10246.509765625,0
2000-09-12,16300.0,16300.0,16300.0,16300.0,10246.509765625,0
2000-09-13,16300.0,16300.0,16300.0,16300.0,10246.509765625,0
2000-09-14,16200.0,17150.0,15900.0,17050.0,10717.9736328125,1937400
2000-09-15,16800.0,17550.0,16550.0,16650.0,10466.5283203125,1915300
2000-09-18,15900.0,15950.0,14200.0,14700.0,9240.7158203125,2388700
2000-09-19,14300.0,14900.0,12500.0,12500.0,7857.75390625,2783100
2000-09-20,13500.0,13700.0,12300.0,12800.0,8046.33740234375,3368400
2000-09-21,13500.0,13900.0,12950.0,13300.0,8360.650390625,2442200
2000-09-22,13000.0,13200.0,12500.0,13000.0,8172.0625,1646400
2000-09-25,13000.0,13500.0,12750.0,13500.0,8486.373046875,1039300
2000-09-26,13350.0,13600.0,13050.0,13450.0,8454.94140625,609700
2000-09-27,13650.0,13750.0,13400.0,13650.0,8580.6640625,784900
2000-09-28,13950.0,14450.0,13500.0,14350.0,9020.7001953125,1207700
2000-09-29,14100.0,14600.0,13800.0,14500.0,9114.9931640625,1549400
2000-10-02,14000.0,14200.0,13900.0,13900.0,8737.8193359375,402500
2000-10-03,13900.0,13900.0,13900.0,13900.0,8737.8193359375,0
2000-10-04,13850.0,14050.0,13300.0,14000.0,8800.685546875,1138900
2000-10-05,14000.0,14250.0,13650.0,13850.0,8706.3916015625,888900
2000-10-06,13500.0,13700.0,13100.0,13150.0,8266.35546875,1389000
2000-10-09,13300.0,13950.0,13150.0,13750.0,8643.52734375,1470900
2000-10-10,13800.0,14200.0,13750.0,13950.0,8769.251953125,915000
2000-10-11,13850.0,13950.0,13250.0,13700.0,8612.095703125,602400
2000-10-12,13400.0,13900.0,12600.0,12600.0,7920.6123046875,530300
2000-10-13,12300.0,13450.0,12000.0,13450.0,8454.94140625,1670500
2000-10-16,13450.0,13450.0,13450.0,13450.0,8454.94140625,0
2000-10-17,13000.0,13000.0,11150.0,11150.0,7009.11572265625,1554700
2000-10-18,10300.0,11850.0,9630.0,11050.0,6946.25341796875,3649800
2000-10-19,10300.0,11300.0,10300.0,10700.0,6726.23681640625,2279200
2000-10-20,11300.0,12250.0,11050.0,11800.0,7417.7177734375,2588300
2000-10-23,12200.0,12300.0,11150.0,11150.0,7009.11572265625,1035700
2000-10-24,11400.0,12300.0,11250.0,12100.0,7606.30517578125,1290900
2000-10-25,12000.0,12700.0,11550.0,12500.0,7857.75390625,1041100
2000-10-26,12100.0,12600.0,12050.0,12450.0,7826.3203125,706400
2000-10-27,12450.0,12450.0,12450.0,12450.0,7826.3203125,0
2000-10-30,12100.0,12900.0,12000.0,12500.0,7857.75390625,1007000
2000-10-31,12000.0,13000.0,10650.0,13000.0,8172.0625,1120600
2000-11-01,13300.0,13950.0,13100.0,13900.0,8737.8193359375,1021000
2000-11-02,13900.0,14350.0,13900.0,14250.0,8957.8388671875,1635600
2000-11-03,14250.0,14250.0,13750.0,14100.0,8863.544921875,854400
2000-11-06,13900.0,14500.0,13600.0,13600.0,8549.2333984375,896000
2000-11-07,14000.0,14200.0,13700.0,13950.0,8769.251953125,504400
2000-11-08,14200.0,15500.0,14050.0,15200.0,9555.0263671875,2474500
2000-11-09,15200.0,15850.0,15000.0,15450.0,9712.18359375,1388100
2000-11-10,15700.0,15800.0,15150.0,15400.0,9680.751953125,856300
2000-11-13,15400.0,15400.0,14550.0,14900.0,9366.439453125,632800
2000-11-14,14800.0,15500.0,14800.0,15300.0,9617.8896484375,678800
2000-11-15,15200.0,15600.0,14900.0,15250.0,9586.4580078125,1034000
2000-11-16,15000.0,15100.0,13900.0,14150.0,8894.9765625,1963600
2000-11-17,13900.0,14100.0,12900.0,13450.0,8454.94140625,3455400
2000-11-20,13100.0,13300.0,12800.0,12850.0,8077.7705078125,1207800
2000-11-21,12400.0,12800.0,12100.0,12450.0,7826.3203125,1393100
2000-11-22,12000.0,13200.0,12000.0,13000.0,8172.0625,2638100
2000-11-23,12800.0,13250.0,12650.0,12850.0,8077.7705078125,2625900
2000-11-24,12900.0,13200.0,12750.0,13200.0,8297.7861328125,864000
2000-11-27,13250.0,13600.0,13250.0,13550.0,8517.8037109375,898000
2000-11-28,13450.0,13750.0,13100.0,13400.0,8423.51171875,492600
2000-11-29,13050.0,13200.0,12650.0,13000.0,8172.0625,652200
2000-11-30,13000.0,13050.0,12600.0,13000.0,8172.0625,403400
2000-12-01,12750.0,13600.0,12700.0,13500.0,8486.373046875,1070400
2000-12-04,13400.0,13400.0,12550.0,12650.0,7952.044921875,17534200
2000-12-05,12650.0,13100.0,12500.0,13100.0,8234.9228515625,912800
2000-12-06,13500.0,13600.0,12900.0,13100.0,8234.9228515625,1141200
2000-12-07,12900.0,13100.0,12700.0,13100.0,8234.9228515625,2298200
2000-12-08,12800.0,13200.0,12800.0,13050.0,8203.4931640625,478700
2000-12-11,13250.0,13550.0,13200.0,13400.0,8423.51171875,947400
2000-12-12,13450.0,13500.0,12700.0,12800.0,8046.33740234375,894700
2000-12-13,12550.0,12950.0,12500.0,12800.0,8046.33740234375,1069300
2000-12-14,12650.0,13050.0,12650.0,12700.0,7983.4775390625,1175400
2000-12-15,12500.0,12700.0,12450.0,12500.0,7857.75390625,680000
2000-12-18,12250.0,12650.0,12200.0,12500.0,7857.75390625,3249700
2000-12-19,12500.0,12500.0,11800.0,11800.0,7417.7177734375,677100
2000-12-20,11100.0,11400.0,10350.0,10650.0,6694.8046875,1935200
2000-12-21,10500.0,11200.0,10100.0,11000.0,6914.82080078125,1072000
2000-12-22,11350.0,11400.0,10850.0,11300.0,7103.41015625,708300
2000-12-25,11300.0,11300.0,11300.0,11300.0,7103.41015625,0
2000-12-26,11500.0,12250.0,11350.0,12100.0,7606.30517578125,949000
2000-12-27,12100.0,12100.0,12100.0,12100.0,7606.30517578125,0
2000-12-28,12100.0,12100.0,12100.0,12100.0,7606.30517578125,0
2000-12-29,12100.0,12100.0,12100.0,12100.0,7606.30517578125,0
2001-01-01,12100.0,12100.0,12100.0,12100.0,7606.30517578125,0
2001-01-02,11900.0,12000.0,11400.0,11700.0,7738.5859375,634800
2001-01-03,11500.0,12100.0,11500.0,11900.0,7870.8720703125,726700
2001-01-04,12900.0,13300.0,12500.0,12750.0,8433.0751953125,1656500
2001-01-05,13200.0,13650.0,12900.0,13650.0,9028.3525390625,1741900
2001-01-08,13400.0,14300.0,13200.0,14150.0,9359.0625,1846400
2001-01-09,13850.0,14000.0,13300.0,13700.0,9061.421875,1178000
2001-01-10,13300.0,13600.0,12100.0,12100.0,8003.1552734375,1650000
2001-01-11,12450.0,12550.0,12100.0,12100.0,8003.1552734375,1234300
2001-01-12,12500.0,13900.0,12450.0,13100.0,8664.572265625,1606200
2001-01-15,13300.0,13750.0,12800.0,13100.0,8664.572265625,1390100
2001-01-16,13100.0,13650.0,12850.0,13600.0,8995.2822265625,1417500
2001-01-17,13500.0,13800.0,13200.0,13800.0,9127.5625,1106000
2001-01-18,14100.0,15100.0,14100.0,14600.0,9656.7001953125,3630400
2001-01-19,15450.0,15900.0,15100.0,15500.0,10251.9775390625,4645800
2001-01-22,15800.0,15800.0,15000.0,15350.0,10152.7607421875,1531000
2001-01-23,15350.0,15350.0,15350.0,15350.0,10152.7607421875,0
2001-01-24,15350.0,15350.0,15350.0,15350.0,10152.7607421875,0
2001-01-25,15350.0,15350.0,15350.0,15350.0,10152.7607421875,0
2001-01-26,15200.0,15400.0,14800.0,14900.0,9855.1240234375,1742100
2001-01-29,15000.0,15100.0,14550.0,15000.0,9921.267578125,1161200
2001-01-30,15100.0,15200.0,14500.0,14600.0,9656.7001953125,890600
2001-01-31,14900.0,15350.0,14800.0,15350.0,10152.7607421875,1230400
2001-02-01,15100.0,15900.0,14900.0,15700.0,10384.2607421875,1724700
2001-02-02,15400.0,15500.0,14700.0,14900.0,9855.1240234375,1262200
2001-02-05,14500.0,14550.0,14000.0,14450.0,9557.486328125,645600
2001-02-06,14100.0,14700.0,14100.0,14700.0,9722.8408203125,718300
2001-02-07,14200.0,14800.0,14150.0,14700.0,9722.8408203125,507900
2001-02-08,14500.0,15100.0,14500.0,15100.0,9987.4091796875,712800
2001-02-09,15000.0,15550.0,14550.0,15500.0,10251.9775390625,1076300
2001-02-12,15500.0,16100.0,15100.0,15800.0,10450.3994140625,1718800
2001-02-13,15800.0,16700.0,15800.0,16300.0,10781.107421875,2431300
2001-02-14,16300.0,17100.0,16150.0,17050.0,11277.171875,3059500
2001-02-15,17150.0,17350.0,16500.0,16500.0,10913.392578125,980600
2001-02-16,16700.0,17000.0,16250.0,16900.0,11177.9619140625,1106900
2001-02-19,16500.0,17350.0,16250.0,16700.0,11045.67578125,1308900
2001-02-20,16300.0,17000.0,16300.0,17000.0,11244.1015625,762900
2001-02-21,16900.0,17350.0,16650.0,17200.0,11376.384765625,1125400
2001-02-22,17000.0,17400.0,16800.0,17350.0,11475.595703125,1712800
2001-02-23,17150.0,17450.0,16950.0,17350.0,11475.595703125,751900
2001-02-26,17350.0,17500.0,17100.0,17500.0,11574.8115234375,490300
2001-02-27,17200.0,17650.0,16450.0,16500.0,10913.392578125,10941400
2001-02-28,16500.0,16850.0,15950.0,16000.0,10582.6845703125,1209400
2001-03-01,16000.0,16000.0,16000.0,16000.0,10582.6845703125,0
2001-03-02,15600.0,16650.0,15400.0,16400.0,10847.2529296875,1386500
2001-03-05,16400.0,17600.0,16300.0,17500.0,11574.8115234375,2376200
2001-03-06,17600.0,17600.0,16900.0,17450.0,11541.740234375,11065500
2001-03-07,17050.0,17400.0,16600.0,16800.0,11111.8173828125,1053800
2001-03-08,16950.0,17500.0,16300.0,17350.0,11475.595703125,1918600
2001-03-09,17500.0,17800.0,17000.0,17300.0,11442.52734375,1247600
2001-03-12,17050.0,17450.0,16950.0,17200.0,11376.384765625,869600
2001-03-13,16750.0,16950.0,16200.0,16300.0,10781.107421875,2276700
2001-03-14,16300.0,16300.0,16300.0,16300.0,10781.107421875,0
2001-03-15,15900.0,16950.0,15750.0,16900.0,11177.9619140625,1279000
2001-03-16,16550.0,17000.0,16550.0,16850.0,11144.8896484375,934900
2001-03-19,16700.0,16850.0,16200.0,16200.0,10714.9677734375,1148700
2001-03-20,16200.0,16350.0,15600.0,15650.0,10351.1884765625,1748200
2001-03-21,15200.0,15750.0,15100.0,15700.0,10384.2607421875,912400
2001-03-22,15700.0,16050.0,15350.0,15900.0,10516.5439453125,649900
2001-03-23,16100.0,17150.0,16050.0,17000.0,11244.1015625,1405600
2001-03-26,17400.0,17400.0,16900.0,17000.0,11244.1015625,676900
2001-03-27,17000.0,17000.0,16000.0,16000.0,10582.6845703125,618300
2001-03-28,16500.0,16850.0,16250.0,16750.0,11078.748046875,620300
2001-03-29,16350.0,17250.0,16350.0,17000.0,11244.1015625,1203600
2001-03-30,17300.0,17300.0,16850.0,17200.0,11376.384765625,783000
2001-04-02,17050.0,17500.0,16950.0,17400.0,11508.671875,1220000
2001-04-03,17300.0,17600.0,16950.0,17500.0,11574.8115234375,2765500
2001-04-04,17400.0,17400.0,17000.0,17000.0,11244.1015625,725500
2001-04-05,17000.0,17000.0,17000.0,17000.0,11244.1015625,0
2001-04-06,17500.0,17500.0,16950.0,17150.0,11343.314453125,963200
2001-04-09,17000.0,17450.0,16300.0,17250.0,11409.4580078125,902200
2001-04-10,17250.0,17700.0,17250.0,17450.0,11541.740234375,1749800
2001-04-11,17800.0,18600.0,17550.0,18400.0,12170.08984375,2263500
2001-04-12,18200.0,18200.0,17650.0,17700.0,11707.095703125,1267000
2001-04-13,18000.0,18000.0,17450.0,17700.0,11707.095703125,744500
2001-04-16,17950.0,18750.0,17750.0,18300.0,12103.9482421875,1224000
2001-04-17,18000.0,18500.0,17350.0,17600.0,11640.9521484375,1683500
2001-04-18,17950.0,18200.0,17650.0,18200.0,12037.8037109375,1052200
2001-04-19,18800.0,19200.0,17750.0,18100.0,11971.6611328125,2251800
2001-04-20,18200.0,18450.0,17600.0,17700.0,11707.095703125,954700
2001-04-23,18000.0,18100.0,17800.0,17900.0,11839.3779296875,591200
2001-04-24,17600.0,17900.0,17500.0,17600.0,11640.9521484375,624200
2001-04-25,17500.0,18400.0,17500.0,18400.0,12170.08984375,943700
2001-04-26,17500.0,18400.0,17500.0,18400.0,12170.08984375,943700
2001-04-27,18650.0,19250.0,18550.0,19000.0,12566.9375,1738000
2001-04-30,19500.0,20800.0,19300.0,20600.0,13625.2041015625,2347200
2001-05-01,20600.0,20600.0,20600.0,20600.0,13625.2041015625,0
2001-05-02,23000.0,23150.0,21100.0,22000.0,14551.1923828125,4258400
2001-05-03,22000.0,22200.0,21200.0,21400.0,14154.3408203125,2285600
2001-05-04,21050.0,23300.0,21050.0,22100.0,14617.33203125,3099300
2001-05-07,22500.0,22700.0,22050.0,22300.0,14749.6142578125,1256000
2001-05-08,22000.0,22250.0,21250.0,21300.0,14088.1982421875,1441000
2001-05-09,21600.0,21700.0,20950.0,21500.0,14220.48046875,1320200
2001-05-10,21800.0,23100.0,21650.0,22550.0,14914.9716796875,1914700
2001-05-11,22400.0,23300.0,22200.0,22600.0,14948.0419921875,1490000
2001-05-14,22900.0,23100.0,22400.0,23100.0,15278.751953125,1017600
2001-05-15,23000.0,23100.0,22350.0,22350.0,14782.685546875,780100
2001-05-16,22300.0,22500.0,21600.0,21600.0,14286.623046875,1262200
2001-05-17,22300.0,22450.0,21900.0,22000.0,14551.1923828125,970600
2001-05-18,22000.0,23000.0,22000.0,22800.0,15080.3291015625,1515700
2001-05-21,23500.0,24850.0,23100.0,24850.0,16436.234375,2488800
2001-05-22,25500.0,25700.0,23650.0,23650.0,15642.53125,1668500
2001-05-23,24400.0,24500.0,23850.0,24250.0,16039.380859375,846500
2001-05-24,24000.0,25000.0,23900.0,25000.0,16535.44921875,868300
2001-05-25,25000.0,25200.0,24400.0,24450.0,16171.666015625,750700
2001-05-28,24000.0,24250.0,23300.0,23500.0,15543.3212890625,621800
2001-05-29,23000.0,24450.0,23000.0,24300.0,16072.4521484375,665000
